time,pm_pred,stator_yoke_pred,stator_tooth_pred,stator_winding_pred
0.0,24.554214,18.316547,18.293219,19.08667
0.5,24.57093,18.327478,18.303461,19.110046
1.0,24.587667,18.338425,18.31372,19.133457
1.5,24.604395,18.349365,18.323977,19.15685
2.0,24.621145,18.36032,18.334248,19.180279
2.5,24.637888,18.371275,18.344515,19.203686
3.0,24.654644,18.382261,18.354794,19.227072
3.5,24.671394,18.393267,18.365074,19.250423
4.0,24.688139,18.404284,18.375355,19.273746
4.5,24.70489,18.415312,18.385645,19.297066
5.0,24.721628,18.426346,18.39593,19.320354
5.5,24.738384,18.437391,18.406227,19.343664
6.0,24.755135,18.448442,18.416523,19.366959
6.5,24.771898,18.459501,18.42683,19.39027
7.0,24.788656,18.470558,18.437143,19.413582
7.5,24.805407,18.481611,18.447456,19.436884
8.0,24.822157,18.49266,18.457775,19.460197
8.5,24.838911,18.503716,18.468096,19.483515
9.0,24.855669,18.514769,18.478426,19.506845
9.5,24.872416,18.525814,18.48875,19.530159
10.0,24.889168,18.536863,18.499084,19.553488
10.5,24.90593,18.54792,18.509426,19.576822
11.0,24.922697,18.558985,18.519772,19.600163
11.5,24.93948,18.570059,18.530127,19.623526
12.0,24.956257,18.581131,18.540483,19.64688
12.5,24.97298,18.59219,18.550798,19.670088
13.0,24.98773,18.602499,18.559961,19.689741
13.5,24.998375,18.6112,18.56668,19.70205
14.0,25.003904,18.617804,18.570496,19.705837
14.5,25.003761,18.62203,18.571234,19.71204
15.0,25.002361,18.623726,18.574759,19.727259
15.5,25.005527,18.625017,18.580296,19.748276
16.0,25.01467,18.62875,18.589258,19.778889
16.5,25.029543,18.634848,18.601547,19.818827
17.0,25.049868,18.643272,18.617035,19.867682
17.5,25.07525,18.65394,18.635506,19.924803
18.0,25.104427,18.666332,18.656218,19.988117
18.5,25.13625,18.67995,18.678516,20.055782
19.0,25.1699,18.694424,18.701912,20.12644
19.5,25.204828,18.709497,18.726084,20.19919
20.0,25.240648,18.724995,18.750797,20.27339
20.5,25.277096,18.740793,18.775894,20.348593
21.0,25.313997,18.756813,18.801271,20.424519
21.5,25.351196,18.77298,18.826834,20.500889
22.0,25.388618,18.789263,18.852541,20.577593
22.5,25.426207,18.805632,18.878355,20.654528
23.0,25.46389,18.822058,18.904232,20.731583
23.5,25.501629,18.838518,18.930145,20.808674
24.0,25.53941,18.855003,18.95609,20.885788
24.5,25.577194,18.871494,18.982038,20.962858
25.0,25.614973,18.887993,19.007986,21.039867
25.5,25.652739,18.904486,19.033926,21.116806
26.0,25.690496,18.920973,19.059866,21.193691
26.5,25.728226,18.937447,19.085785,21.270477
27.0,25.765917,18.9539,19.111681,21.34715
27.5,25.803581,18.970337,19.137564,21.423733
28.0,25.84122,18.986765,19.163435,21.500225
28.5,25.878817,19.003174,19.189276,21.576584
29.0,25.916403,19.01958,19.215122,21.652887
29.5,25.95395,19.035975,19.240944,21.729069
30.0,25.991472,19.052359,19.266752,21.805153
30.5,26.028976,19.068743,19.292557,21.881165
31.0,26.066452,19.085125,19.318348,21.957071
31.5,26.10391,19.101503,19.344131,22.032896
32.0,26.141348,19.117878,19.369905,22.108633
32.5,26.178772,19.134253,19.395676,22.184298
33.0,26.21617,19.150625,19.421432,22.259872
33.5,26.253548,19.166998,19.447186,22.33537
34.0,26.290915,19.183372,19.472937,22.410795
34.5,26.328255,19.199743,19.498676,22.486124
35.0,26.365566,19.216106,19.524405,22.561363
35.5,26.402845,19.23246,19.550114,22.636496
36.0,26.440084,19.2488,19.5758,22.711512
36.5,26.477285,19.265123,19.601467,22.78642
37.0,26.514456,19.281431,19.627117,22.861223
37.5,26.551569,19.29771,19.652727,22.935877
38.0,26.588648,19.313969,19.678318,23.010431
38.5,26.625677,19.330202,19.703876,23.08485
39.0,26.662678,19.34642,19.72942,23.159178
39.5,26.699635,19.362617,19.754934,23.233383
40.0,26.736567,19.378809,19.780436,23.30749
40.5,26.773474,19.394993,19.805927,23.38151
41.0,26.810364,19.411175,19.831415,23.45546
41.5,26.847229,19.427353,19.856892,23.529322
42.0,26.88407,19.443527,19.882357,23.603098
42.5,26.920895,19.459702,19.907818,23.676798
43.0,26.957699,19.475878,19.933271,23.750416
43.5,26.994505,19.492064,19.958733,23.823994
44.0,27.031284,19.508244,19.98418,23.897474
44.5,27.068037,19.524414,20.009613,23.970858
45.0,27.10476,19.540579,20.035032,24.044147
45.5,27.14146,19.55674,20.060444,24.117355
46.0,27.178144,19.5729,20.085854,24.19049
46.5,27.214804,19.589052,20.111252,24.263535
47.0,27.251429,19.605192,20.136633,24.336473
47.5,27.288012,19.621313,20.16199,24.409294
48.0,27.324549,19.637411,20.18732,24.48199
48.5,27.361044,19.653488,20.212624,24.55457
49.0,27.397505,19.66955,20.23791,24.627045
49.5,27.433924,19.685589,20.263166,24.699402
50.0,27.470303,19.701609,20.288399,24.771648
50.5,27.506628,19.717602,20.313593,24.84375
51.0,27.54293,19.733587,20.338778,24.91577
51.5,27.579212,19.749565,20.363953,24.987717
52.0,27.615469,19.76554,20.389116,25.059574
52.5,27.651712,19.781513,20.414276,25.131365
53.0,27.687927,19.797485,20.439425,25.203064
53.5,27.724133,19.81346,20.46457,25.274702
54.0,27.76031,19.829426,20.4897,25.346247
54.5,27.796469,19.845394,20.514826,25.417719
55.0,27.832613,19.861364,20.53995,25.489117
55.5,27.86873,19.877327,20.565058,25.560417
56.0,27.90482,19.893278,20.590155,25.631634
56.5,27.940884,19.909222,20.615238,25.702757
57.0,27.976915,19.92515,20.640305,25.773779
57.5,28.01294,19.941082,20.665379,25.844755
58.0,28.048939,19.957005,20.690443,25.915644
58.5,28.084892,19.97291,20.715479,25.986406
59.0,28.12082,19.988804,20.740503,26.05708
59.5,28.156698,20.004677,20.7655,26.127628
60.0,28.192541,20.020536,20.790472,26.19807
60.5,28.228348,20.03638,20.815426,26.268417
61.0,28.264114,20.052204,20.840355,26.338646
61.5,28.29984,20.068012,20.865255,26.408762
62.0,28.335535,20.083805,20.890137,26.478777
62.5,28.3712,20.099585,20.914999,26.548698
63.0,28.406837,20.115358,20.939846,26.618532
63.5,28.442442,20.13112,20.964676,26.688263
64.0,28.47802,20.146883,20.989492,26.757904
64.5,28.51359,20.162645,21.014305,26.827482
65.0,28.549143,20.17841,21.03912,26.897001
65.5,28.584675,20.194166,21.063921,26.966429
66.0,28.620184,20.209917,21.088715,27.035782
66.5,28.655672,20.225662,21.1135,27.105055
67.0,28.691122,20.241394,21.138266,27.174213
67.5,28.726555,20.257122,21.163025,27.243298
68.0,28.761953,20.272831,21.187765,27.312284
68.5,28.797335,20.28854,21.2125,27.381199
69.0,28.832685,20.304241,21.237219,27.450012
69.5,28.86802,20.319935,21.261934,27.518764
70.0,28.903336,20.33563,21.286648,27.587444
70.5,28.938627,20.351318,21.31135,27.65604
71.0,28.973886,20.366999,21.336033,27.724535
71.5,29.009108,20.382664,21.360691,27.79292
72.0,29.044289,20.398314,21.385324,27.861193
72.5,29.079426,20.41394,21.40993,27.92935
73.0,29.114532,20.429558,21.434517,27.99742
73.5,29.149605,20.44516,21.459084,28.06539
