time,pm_pred,stator_yoke_pred,stator_tooth_pred,stator_winding_pred
0.0,68.55495,71.66812,72.12173,75.44503
0.5,68.60472,71.68992,72.14857,75.51573
1.0,68.65435,71.711685,72.17534,75.5862
1.5,68.703255,71.73314,72.2018,75.65561
2.0,68.75095,71.75408,72.22771,75.72331
2.5,68.79709,71.77436,72.252914,75.788826
3.0,68.841446,71.7939,72.27737,75.85196
3.5,68.88391,71.81265,72.30106,75.912704
4.0,68.92435,71.83059,72.32396,75.97093
4.5,68.96262,71.84767,72.34603,76.026505
5.0,68.99859,71.86385,72.367195,76.079185
5.5,69.03208,71.87906,72.38735,76.128746
6.0,69.06306,71.89327,72.4065,76.175156
6.5,69.09152,71.906494,72.42467,76.21851
7.0,69.11747,71.91872,72.44185,76.25881
7.5,69.1408,71.92996,72.45788,76.29549
8.0,69.16157,71.940315,72.47268,76.328285
8.5,69.17993,71.94982,72.486374,76.35749
9.0,69.195885,71.95845,72.49892,76.38306
9.5,69.20928,71.966064,72.51015,76.40464
10.0,69.22018,71.97266,72.52009,76.42235
10.5,69.228806,71.97829,72.52893,76.4367
11.0,69.23536,71.98302,72.53681,76.44808
11.5,69.24048,71.98711,72.54409,76.45753
12.0,69.24472,71.9908,72.551056,76.46585
12.5,69.24842,71.994255,72.55786,76.473564
13.0,69.25179,71.99757,72.564606,76.48095
13.5,69.254974,72.00079,72.57134,76.48818
14.0,69.258,72.00395,72.57808,76.4953
14.5,69.26087,72.00703,72.58477,76.50225
15.0,69.26367,72.01008,72.5915,76.50922
15.5,69.2666,72.0132,72.598404,76.51653
16.0,69.2697,72.0164,72.6055,76.52428
16.5,69.272896,72.019646,72.61274,76.532295
17.0,69.276184,72.022934,72.6201,76.540565
17.5,69.2796,72.02628,72.6276,76.54913
18.0,69.28309,72.02967,72.63519,76.557884
18.5,69.28653,72.033035,72.64276,76.56656
19.0,69.28992,72.03638,72.65028,76.57513
19.5,69.29331,72.03971,72.65781,76.58371
20.0,69.29678,72.04308,72.665375,76.59241
20.5,69.30036,72.04651,72.67302,76.6013
21.0,69.303986,72.04996,72.6807,76.610275
21.5,69.307495,72.05335,72.68831,76.61905
22.0,69.310776,72.056625,72.69574,76.6274
22.5,69.31376,72.05976,72.70295,76.63522
23.0,69.31642,72.06274,72.70992,76.64245
23.5,69.31881,72.06558,72.716675,76.64914
24.0,69.32107,72.06835,72.72332,76.65558
24.5,69.32335,72.07114,72.73003,76.66213
25.0,69.32579,72.074,72.736916,76.66908
25.5,69.32857,72.07701,72.74409,76.6767
26.0,69.3317,72.08021,72.751564,76.68501
26.5,69.33512,72.08354,72.759285,76.6939
27.0,69.33873,72.086975,72.767166,76.703156
27.5,69.34239,72.09042,72.7751,76.71254
28.0,69.34614,72.09392,72.78312,76.7221
28.5,69.35008,72.09751,72.79131,76.732056
29.0,69.35426,72.10123,72.79971,76.74247
29.5,69.35863,72.10503,72.80828,76.75327
30.0,69.36309,72.10888,72.81695,76.76427
30.5,69.367485,72.11269,72.82559,76.775185
31.0,69.37178,72.116455,72.83417,76.785934
31.5,69.37599,72.120186,72.842705,76.79657
32.0,69.380135,72.12387,72.8512,76.80709
32.5,69.384186,72.12752,72.859634,76.81747
33.0,69.38819,72.131134,72.868034,76.82774
33.5,69.39223,72.134766,72.87645,76.83807
34.0,69.3964,72.13847,72.88496,76.84862
34.5,69.40083,72.1423,72.89365,76.85963
35.0,69.40554,72.14627,72.90254,76.87111
35.5,69.41042,72.15033,72.911575,76.8829
36.0,69.41533,72.1544,72.92062,76.89473
36.5,69.42011,72.15841,72.92956,76.9063
37.0,69.424675,72.16231,72.9383,76.91744
37.5,69.42897,72.16606,72.946785,76.92801
38.0,69.43294,72.16966,72.95498,76.937904
38.5,69.436554,72.17308,72.96283,76.94704
39.0,69.439896,72.17638,72.97041,76.95559
39.5,69.44313,72.17961,72.9779,76.963905
40.0,69.44636,72.18284,72.98538,76.97223
40.5,69.449646,72.186104,72.99296,76.980736
41.0,69.453026,72.1894,73.00065,76.98948
41.5,69.45648,72.19274,73.00845,76.99845
42.0,69.46006,72.19613,73.01641,77.00774
42.5,69.46382,72.199615,73.02456,77.01743
43.0,69.4677,72.203156,73.03283,77.027374
43.5,69.47148,72.20665,73.04106,77.0372
44.0,69.47508,72.21005,73.04916,77.04671
44.5,69.47843,72.213326,73.05708,77.05578
45.0,69.48163,72.21652,73.0649,77.064606
45.5,69.484886,72.21975,73.07279,77.073555
46.0,69.48818,72.22299,73.08072,77.082596
46.5,69.49137,72.22618,73.08855,77.091415
47.0,69.49441,72.229294,73.096275,77.09997
47.5,69.49742,72.2324,73.10397,77.10847
48.0,69.50056,72.23556,73.11175,77.11716
48.5,69.50393,72.23883,73.1197,77.12627
49.0,69.50764,72.24228,73.12789,77.13596
49.5,69.511696,72.2459,73.13637,77.14632
50.0,69.516,72.24964,73.145065,77.15714
50.5,69.52038,72.25343,73.15385,77.16815
51.0,69.52486,72.25726,73.16272,77.17935
51.5,69.529564,72.261215,73.17178,77.19099
52.0,69.53459,72.26533,73.1811,77.203186
52.5,69.53998,72.269615,73.190674,77.215996
53.0,69.54569,72.274086,73.20051,77.22939
53.5,69.551674,72.27869,73.21054,77.24325
54.0,69.55783,72.28338,73.220726,77.257416
54.5,69.56404,72.28811,73.23097,77.27171
55.0,69.570274,72.29285,73.241264,77.28607
55.5,69.57654,72.2976,73.2516,77.30051
56.0,69.58283,72.302376,73.26197,77.31501
56.5,69.58915,72.30717,73.27236,77.32955
57.0,69.59551,72.31197,73.2828,77.34418
57.5,69.602,72.31685,73.29333,77.35901
58.0,69.60863,72.32179,73.30394,77.37405
58.5,69.61537,72.326805,73.31462,77.38925
59.0,69.62227,72.331894,73.32541,77.4047
59.5,69.6294,72.33711,73.33637,77.42055
60.0,69.636826,72.34248,73.347565,77.43686
60.5,69.64456,72.34804,73.35899,77.4537
61.0,69.65264,72.353775,73.37067,77.471054
61.5,69.66104,72.359695,73.382576,77.488914
62.0,69.669685,72.36575,73.39465,77.50714
62.5,69.67839,72.37185,73.40677,77.52545
63.0,69.68704,72.37791,73.41885,77.5437
63.5,69.695625,72.38392,73.43088,77.56182
64.0,69.704124,72.38989,73.44282,77.57978
64.5,69.71252,72.39578,73.45465,77.597534
65.0,69.72078,72.40161,73.46637,77.615074
65.5,69.72891,72.40736,73.478004,77.6324
66.0,69.73685,72.412994,73.489494,77.6494
