time,u_q,coolant,u_d,motor_speed,i_d,i_q,ambient,torque,i_s,u_s,pm,stator_yoke,stator_tooth,stator_winding
0.0,-0.45068150758743286,18.805171966552734,-0.3500545918941498,0.0028655678033828735,0.004419136792421341,0.0003281021781731397,19.850690841674805,0.18710079789161682,1.1091102788504748e-5,0.0034966273127784203,24.554214477539062,18.316547393798828,18.2932186126709,19.086669921875
0.5,-0.32573699951171875,18.818571090698242,-0.30580300092697144,0.0002567816700320691,0.0006058723665773869,-0.0007853526622056961,19.850671768188477,0.2454174906015396,2.608412355952984e-6,0.002733743643316763,24.53807830810547,18.31495475769043,18.29480743408203,19.092390060424805
1.0,-0.44086402654647827,18.82876968383789,-0.3725026249885559,0.0023549713660031557,0.0012895871186628938,0.0003864681930281222,19.850656509399414,0.17661534249782562,3.3911345333031068e-6,0.0035342983848150123,24.544692993164062,18.32630729675293,18.29409408569336,19.089380264282227
1.5,-0.3270256817340851,18.835567474365234,-0.3161987066268921,0.00610466580837965,2.558432606747374e-5,0.0020456609781831503,19.85064697265625,0.23830270767211914,5.529806421254743e-6,0.0027826985177574824,24.554018020629883,18.330833435058594,18.29254150390625,19.083030700683594
2.0,-0.47115013003349304,18.857032775878906,-0.33227214217185974,0.003132822923362255,-0.0643167793750763,0.03718377649784088,19.85063934326172,0.20819665491580963,0.00018971605013232327,0.003534998524542032,24.565397262573242,18.326662063598633,18.291427612304688,19.0825252532959
2.5,-0.5389726161956787,18.901548385620117,0.00914747267961502,0.009636123664677143,-0.613635241985321,0.33674734830856323,19.85063362121582,0.4762178361415863,0.0017847261033651933,0.0033219981215878948,24.57360076904297,18.323862075805664,18.29062843322754,19.07710838317871
3.0,-0.6531484723091125,18.94171142578125,0.2388896942138672,0.0013370123924687505,-1.0056473016738892,0.5542112588882446,19.850629806518555,0.6700153350830078,0.002928100457370031,0.004278253068131996,24.57657814025879,18.321935653686523,18.292524337768555,19.074583053588867
3.5,-0.7583915591239929,18.960861206054688,0.3950992524623871,0.0014219575095921755,-1.2883837223052979,0.7063699960708618,19.850627899169922,0.7520354986190796,0.0037462844635124787,0.0052528352816325055,24.574949264526367,18.314655303955078,18.29404067993164,19.08249855041504
4.0,-0.7271284461021423,18.97354507446289,0.5466225147247314,0.0005765525856986642,-1.4905304908752441,0.8173394799232483,19.85062599182129,0.9105414152145386,0.004334268044585462,0.005575209171106743,24.567079544067383,18.30692481994629,18.291963577270508,19.085533142089844
4.5,-0.8743074536323547,18.987812042236328,0.5789439678192139,-0.001247879583388567,-1.6344635486602783,0.8980128765106201,19.850624084472656,0.9240097999572754,0.004755215334381774,0.006432276761975549,24.553241729736328,18.301733016967773,18.287233352661133,19.076025009155273
5.0,-0.7669839859008789,18.998701095581055,0.6892814040184021,0.0018526752246543765,-1.7392078638076782,0.9520295262336731,19.850622177124023,1.0335381031036377,0.005055085325928766,0.006311661896414927,24.534229278564453,18.305416107177734,18.286502838134766,19.078054428100586
5.5,-0.8912748694419861,19.004302978515625,0.6804993152618408,-0.004142461344599724,-1.8121256828308105,0.9954599738121033,19.8769588470459,1.0317845344543457,0.005271868247919955,0.006871814098472196,24.5189208984375,18.303592681884766,18.28929901123047,19.083162307739258
6.0,-0.8437439203262329,18.990060806274414,0.7328829169273376,0.003363267285749316,-1.8669898509979248,1.02293062210083,19.902965545654297,1.0808544158935547,0.005427802778441453,0.006842234706295743,24.508377075195312,18.31222152709961,18.287063598632812,19.089574813842773
6.5,-0.8086216449737549,18.965435028076172,0.8105266094207764,-0.003565325168892741,-1.9037305116653442,1.045553207397461,19.85196304321289,1.1154041290283203,0.005538051708934342,0.0070017779863650875,24.501676559448242,18.313796997070312,18.284530639648438,19.101913452148438
7.0,-0.886074423789978,18.929105758666992,0.7962298393249512,-0.0005803902167826891,-1.9312278032302856,1.059219479560852,19.85222816467285,1.0890792608261108,0.005616063534743428,0.007291370708986622,24.476713180541992,18.319961547851562,18.284992218017578,19.101842880249023
7.5,-0.8263200521469116,18.88047218322754,0.8438896536827087,0.00028046153602190316,-1.9495526552200317,1.0717929601669312,19.85196304321289,1.15120267868042,0.0056728322336013805,0.00722193851283571,24.459692001342773,18.332565307617188,18.285400390625,19.096738815307617
