time,u_q,coolant,u_d,motor_speed,i_d,i_q,ambient,torque,i_s,u_s,pm,stator_yoke,stator_tooth,stator_winding
0.0,-1.1709906153363463,24.5455118869096,2.2622143834993294,0.003936594884565725,-1.9993364851904747,1.0979182233557707,22.396370658116147,1.1286455639885462e-11,0.005815977234142067,0.015508965206112441,23.144679687269992,22.52571289116835,22.396319300875476,23.35128561302901
0.5,0.9332131463016125,24.55722196783514,1.1556718886578057,26.484024812628256,-3.2712854821547723,10.93224066693278,22.395333366097283,6.862010836927278,0.030662272774318506,0.00906954240697621,23.133985227456407,22.533822555259203,22.384776808443142,23.348895438116745
1.0,5.773019219237684,24.57518448090381,-0.6072800844184615,115.25923573822726,-4.344653036848156,18.951666687055717,22.387793416821978,12.4736678601587,0.05236691367248687,0.03576781424426937,23.139491308907324,22.536457492497266,22.38280674412517,23.342235865725055
1.5,12.588634255124074,24.606821353011647,-2.7438752910585236,249.75275975307278,-4.940075126199009,24.135125428492017,22.374602483917,16.087057318786858,0.06639775018045152,0.07934684902719027,23.162188399124805,22.569694292695928,22.390437711831286,23.31967534673592
2.0,20.86075422365923,24.642170572642843,-4.937551638514794,417.0148497029098,-5.0251342076212255,26.79077637836899,22.37047844192867,17.90405702428879,0.07349879977010447,0.13200427288911332,23.16771428320073,22.60958662401857,22.38295123964273,23.302597968478615
2.5,30.102667751520922,24.67724345587687,-7.929540998500409,607.8155215132061,-5.478171535366706,30.06399670018169,22.36400146575828,20.195612376994987,0.08241076762242819,0.19165306155735307,23.165949889106166,22.62486863742638,22.384471367511104,23.306911348152973
3.0,39.949985160228536,24.702216397392665,-12.648380734521405,815.4246897490096,-6.541947544011561,35.94933419751749,22.350147220095593,24.4031741626709,0.09853993629908576,0.2578870943189233,23.168673396907636,22.65380678338744,22.38430672147148,23.317214963776667
3.5,50.277073715793804,24.716609867695645,-17.595221358116216,1034.9642817244992,-7.46238052469083,40.76467149103169,22.341220391996963,27.864920939429933,0.11175755154507508,0.32772429017343424,23.17268576247485,22.664126468710233,22.384523716712938,23.34448355852859
4.0,61.12383444323048,24.7312074389439,-21.26189872095787,1263.145935928464,-7.630976588054397,42.24712644113262,22.347957130982163,28.896965023623036,0.11577906883788756,0.39817246894318675,23.164629952163224,22.66254415532239,22.39336116724212,23.37874087306912
4.5,72.26859158472662,24.731015574643894,-24.721449658958154,1497.5721142050852,-7.687236351587629,42.91863133002538,22.373918687842778,29.35032436370209,0.11759262377094874,0.4699574142611338,23.12530694285223,22.6697445533246,22.402823601262085,23.378896529544566
5.0,83.55556398427177,24.71457361776238,-29.063055751560995,1736.4323651909492,-7.8979231803590535,44.43929008130346,22.378963071816067,30.428767009578568,0.12173393045776196,0.5442937271527922,23.114008615254892,22.665079688471963,22.395415689224045,23.36470579664452
5.5,94.74968890801357,24.698597655659118,-35.33181107016456,1978.472099098105,-8.664831135565693,47.85593536004088,22.36260236330143,33.672034153542505,0.13115868870202402,0.622033485676427,23.117641945167446,22.653199801247478,22.395679653382853,23.358741571525503
6.0,103.06921149141496,24.687150378595593,-41.32492574321426,2222.919062948416,-14.33328991534647,50.70907846232056,22.350879403387523,40.002369760150195,0.1416798589257991,0.6828963080600136,23.113382390465762,22.647076263990716,22.407221434637403,23.352883919045315
6.5,101.79886007106812,24.662774880697654,-54.154693298542405,2468.880956301816,-34.118767417326296,59.68502992062983,22.352674581154982,48.0355094980021,0.1825180394923538,0.7082172814794372,23.12828327616792,22.644427515598192,22.420045717241415,23.348536142066926
7.0,96.88432664683384,24.624424561208013,-67.13718039865265,2706.395493590158,-56.90745320185626,68.42765963231594,22.362245018454267,56.83327122187384,0.23340763474846657,0.7228230120164176,23.055231794786028,22.638211504614468,22.436177726123844,23.35503194359286
7.5,91.39077411723358,24.598506265611597,-78.0312855442802,2878.4075701292986,-76.16735525676107,76.52668147634016,22.36146479883587,65.12368468653604,0.2812433881715973,0.7358176808952149,23.199307464110717,22.637491711259052,22.44778258258168,23.379253855980025
8.0,86.20699747549999,24.587072770831856,-86.75114834994157,3006.0527640469054,-92.24631762872333,83.17456563622397,22.367242140806557,72.10660135893629,0.322184621422669,0.74791351174831,23.400360242792836,22.6404538723496,22.43523585428697,23.378476983614426
8.5,81.83357631042163,24.583102690093426,-93.41829724280372,3117.7585404189667,-105.22440739437069,87.59419060896631,22.37835603299892,77.02628956821158,0.35405808445372616,0.7587468674677015,23.425543651411125,22.66046562422837,22.444457148340312,23.33635038691038
9.0,78.5361637559003,24.574199835128596,-98.19012163525375,3243.5170715528307,-115.76573590001162,89.34404822911861,22.378062311659264,79.45999697631814,0.37709315664230275,0.7676471618701386,23.37713099748165,22.684890626172773,22.455690140745336,23.30404139353102
9.5,78.23168202782897,24.568398016785338,-100.24526605609572,3380.072298062594,-121.43236243431721,87.94691377378896,22.379055212337455,78.71878489157983,0.3857486069850856,0.7762000932444181,23.36047029844536,22.702391904826765,22.45713089193798,23.281589989724907
10.0,81.58631115391856,24.580613775942986,-98.67152757548685,3524.765180703928,-121.70429568705184,83.08278560413065,22.374465945450925,74.4559489680958,0.3783353746433404,0.7818700897548676,23.40378852688805,22.688406648593688,22.458163235278253,23.284689585913586
10.5,83.84291365599616,24.60540298821162,-97.53897757699346,3645.044051071354,-122.5301877793791,79.54794013079517,22.361468489543622,71.36372511546703,0.3744328312428867,0.7856944592879123,23.436636616482737,22.65972950925603,22.540946838311267,23.3308687928485
11.0,81.99594123622383,24.622017163689325,-99.48147059099358,3697.8509404899646,-126.81084351850357,80.28363970989946,22.36353671904213,72.4147630763817,0.3843687356638215,0.7872583484557593,23.414657029565962,22.66670451906559,22.60765726048561,23.39835869615412
11.5,81.15095108815954,24.62982301005358,-100.85118698108339,3731.6907402268907,-129.2710800342273,80.58359978196586,22.368178320513902,72.94318133935211,0.3899167100337382,0.7903445092004387,23.432555559702827,22.690246940917948,22.61072225670314,23.52429541553831
12.0,83.60489775232249,24.646480462348016,-99.17045372933994,3802.2874462079462,-128.00525938510384,77.35229163402477,22.376990979922834,69.97386104314062,0.38245013806204675,0.7922246446205802,23.405635370516343,22.682867470415825,22.637062419090956,23.70731098779295
12.5,88.67670657225794,24.669177893909026,-94.27286240890612,3899.825722109681,-123.99710816118726,71.25148063126144,22.385376891210058,64.18488411245349,0.36513351715414283,0.7911498085100441,23.406701389950697,22.705267650380495,22.717516976219773,23.83501351736061
13.0,95.62704131578697,24.690055578001704,-85.98802886978086,4015.801660380006,-118.33084781891696,62.80436000790817,22.381668010124965,56.09517925467289,0.341255216284637,0.7871303595029935,23.576937457503895,22.723994278812714,22.798119428222062,23.98054472727806
13.5,102.03830020959397,24.706995479953857,-77.52458596086782,4127.228064039949,-113.43226570203429,54.850794744202744,22.371364196501535,48.49166428191574,0.3201756583163913,0.7853308926558998,23.597626054169766,22.71510076763389,22.85587360879072,24.126234530354306
14.0,106.5836522033706,24.724290838024928,-71.58006880542206,4206.232056956276,-109.91437665303711,49.26497374478635,22.361060239397535,43.146171132866044,0.305525407883836,0.7874767261035445,23.716682049203015,22.76943794356095,22.916379301002745,24.171285582247997
14.5,110.62893487066223,24.740039331762876,-65.76183727551009,4273.205633630038,-106.74315113491906,44.02431427471466,22.362315041811996,38.21105775995158,0.29235861364373883,0.7899783413134466,23.56286200080574,22.840998748332247,22.976683776235888,24.18101517938744
15.0,114.63326959290296,24.740761553380587,-58.13172696439742,4351.04211038574,-103.87032336049081,37.75644469244859,22.358116624231364,32.489753818190714,0.2791801122840177,0.7896286676352932,23.72987351897838,22.85371343168642,23.020287379455958,24.228138940692432
15.5,117.37277204789518,24.71762373253442,-53.05778214569978,4412.294172957356,-102.23113702815712,33.70579730459936,22.345656338887068,28.761969758930558,0.27149982310209436,0.7917558279816121,23.711026595825558,22.831548304857495,23.049791768633547,24.346068966956402
16.0,117.6823386643418,24.688040925348993,-53.55922440620376,4420.948947770193,-102.04723252865534,33.821799453393304,22.332949068541947,28.749882403141683,0.2711720094826955,0.7947386571793793,23.678728981232553,22.834697777017542,23.06229638762534,24.481043038260562
16.5,116.11163879559747,24.657272044309796,-57.49511707089789,4401.648222811396,-103.3155419387097,36.49583846147853,22.324693498600933,31.14349784559052,0.276655469016502,0.7960895075359942,23.72240789881788,22.889459953292135,23.07810781353853,24.58459693987333
17.0,112.95397745531224,24.620749848392563,-63.24168907819773,4379.657139878572,-106.41097961066191,40.595055672446094,22.322831418005546,35.031236472376996,0.2879414448707493,0.7948817913514756,23.91937604919508,22.955196814972908,23.104064563096646,24.68588668168944
17.5,111.02752817635341,24.591644201853573,-66.87089474983755,4374.723753992067,-108.47903762092578,42.93213974650459,22.325276264713388,37.38257424784507,0.2951575113966592,0.7955111267580868,23.823128525609814,23.01186725252139,23.12471719149741,24.765969521713426
18.0,111.8278059635204,24.574089740806365,-66.02209847641481,4412.474787560793,-108.47377654068138,41.7265839766303,22.328727248195502,36.30092118080991,0.2938794501739188,0.7971559891637438,23.86802072995225,23.050130388494246,23.13750740876166,24.81433273650353
18.5,114.73880044503899,24.566036269617594,-60.645320913061894,4476.745755448253,-106.74243068649093,37.45760077947975,22.328686734255694,32.36310554847854,0.2855928124712679,0.7971366160020549,24.12242182248273,23.074069207892702,23.156194150804783,24.91999803928778
19.0,118.62423993726625,24.561015248472337,-50.61010434877015,4552.305729296098,-104.282520798444,30.37568998151228,22.327391870649073,26.024229740960482,0.2735040592489334,0.7929377202173937,24.075773749202597,23.090605250126057,23.18131716551632,25.06517746361764
19.5,122.02324801171126,24.557837008129763,-35.752928776308245,4642.145362539265,-102.78236996009373,20.475244751630317,22.332402623664823,17.320114875215776,0.2630247346006195,0.7826663133546958,24.036360221582854,23.108891636024424,23.208348350374255,25.157838846386284
20.0,123.29041057537086,24.555559699411774,-16.316332257264794,4752.546697148737,-103.89609233350214,8.058620725847716,22.33599298509016,6.344389811082927,0.2608334868568576,0.7662276763722123,23.862983199622782,23.114716425932826,23.240100235754145,25.23491594047165
20.5,122.78913021120924,24.564490003651404,1.9146184945544737,4866.53632613062,-106.710825784741,-3.2851397185464855,22.338140797901097,-3.7829657264941345,0.267111760154199,0.7568035326730244,23.848324865763146,23.123733507527934,23.264367100726002,25.335712079165205
21.0,122.43927923739112,24.58629254646929,15.090180544825586,4964.3762934703345,-109.0766283237967,-11.444251116575165,22.341263871468485,-11.087465864100581,0.2746305057189704,0.7600944312503509,23.890289655399673,23.127818577187828,23.2796683199477,25.45963950791097
21.5,123.42996232034733,24.60443162216276,20.61064605682626,5026.807009255737,-109.43083655338083,-14.76110990133129,22.34620099843421,-14.015673280310427,0.27666112956155126,0.770877334932492,23.887214453767953,23.135129646768558,23.337514349299397,25.562233973488937
22.0,125.3516980488041,24.627990905081912,16.35705224665165,5025.545501081484,-107.58977272263041,-12.246983243728987,22.34549066882345,-11.702663265740847,0.2711910588875002,0.7788574810408948,23.8279796856,23.144968258983386,23.412180584272125,25.662199720667903
22.5,126.8028892067079,24.659285375361655,11.632671948017139,5008.614150394385,-105.7677941103669,-9.673691187751572,22.34128217574397,-9.35737934362415,0.2658937163245053,0.7846318039531918,23.80025105164848,23.151670141131223,23.462104529750576,25.73935062487232
23.0,127.61511621949447,24.688908441544523,13.181434258254955,5030.663091115324,-105.52209733674971,-10.806997462965787,22.34637324619014,-10.319621078502625,0.26560146828513714,0.790512769843786,23.854320925880756,23.151537278299458,23.50048868659495,25.79740202982849
23.5,126.80122072224697,24.71306400490528,20.15260404748298,5084.868963383904,-107.44865360111481,-15.051726602574044,22.35290659985108,-14.128256872725181,0.2718714233506142,0.7909508288399622,23.93717151737789,23.156062202312718,23.5682132567521,25.83359898516344
24.0,123.594944454369,24.72482958771229,31.62309893150977,5167.337019131128,-112.04385852089922,-21.843910946884616,22.351224595412766,-20.402635452283363,0.28645716207036803,0.7854817528418547,24.107453953416968,23.163477950726396,23.654532132915826,25.882049296038108
24.5,118.90974160084502,24.73301934549722,43.775448271237074,5260.545863979847,-118.03025020432852,-28.896639952173953,22.34650596220811,-27.018343387960392,0.3054383756159668,0.7794684138499405,24.08247318634489,23.16940843805994,23.722419245544977,25.94920168076257
25.0,114.27744494368332,24.73804860633802,53.99385627462514,5345.694778281369,-123.7197047661055,-34.80177436321856,22.339345828016608,-32.60347088962994,0.3234954363258106,0.7767464899039823,24.05398596284877,23.18264180913138,23.773910709218576,26.019593827772926
25.5,110.03550738645214,24.74165222919949,62.49178190837604,5427.796637533239,-128.9255603674875,-39.662963841003275,22.334215367680486,-37.24486581836019,0.33989088569807696,0.7769483133211502,24.04667986222634,23.19575927283447,23.81358828762145,26.060307132779084
26.0,106.08063840527261,24.723110203331427,69.56242550487426,5512.6307065515875,-133.80408134123186,-43.590209048593174,22.326291296546014,-41.02640268294795,0.35487560645208976,0.7781839950359029,24.06446175067153,23.20076153475683,23.848804100316748,26.08679591345822
26.5,105.41302602609154,24.677036473193525,71.94019616130552,5598.8794490207265,-135.81624131597428,-44.577453558468754,22.32456021599719,-41.95623132925353,0.36051096490952045,0.7826861696785637,24.035627940277617,23.201642191303982,23.877863039863758,26.159346646616033
27.0,107.76237583358676,24.64340394623799,67.1464851051177,5684.8523735989065,-135.22940707831643,-41.578754183387026,22.333922588548692,-38.84285437870564,0.35648986863403487,0.7791446843759353,24.126510490421946,23.206860388967655,23.901769036920296,26.21962420134909
27.5,107.75905278385703,24.625473719710804,65.14286909781079,5757.269122413542,-136.32693395733185,-40.170008354410804,22.33009074854285,-37.3742712404547,0.3579231495666537,0.7728381519122904,24.197803763937834,23.20906362360526,23.920637390105203,26.26443456482183
28.0,102.94254948290775,24.604979483029744,71.98614229630326,5799.013692219089,-140.96023394972795,-43.92378805143041,22.324078935695166,-41.147253590005434,0.3720971940494696,0.7702544437878336,24.21419512579434,23.21622709756036,24.074186964605538,26.297392180421433
28.5,96.98478493085008,24.59606369645614,79.86472083281689,5828.525734158206,-146.37799316418824,-48.542651041781866,22.33640070553943,-45.77365605931551,0.388998653973923,0.769486355867355,24.278425169068782,23.228965598197597,24.26809369705805,26.32208708270819
29.0,93.36872689477859,24.607568236479356,84.49689541395979,5865.185183140255,-149.87174016894252,-51.191477896928916,22.34228304761137,-48.41525112177471,0.39965993750406115,0.7707159544347542,24.381079323341172,23.25710448984398,24.388225775511525,26.339781753408214
29.5,94.26271909098784,24.619105604924354,84.46993424400044,5888.862903108579,-149.40593113987674,-50.79250201606722,22.33458529347719,-47.99158304723068,0.39819375860348477,0.7747296142238125,24.395981461157866,23.278985722091107,24.48989067981516,26.359257236060657
30.0,99.42137901748785,24.62569457658061,77.67979806143228,5873.319366784424,-144.85218373121484,-46.69486676510599,22.33176895858842,-43.90171515440501,0.3837356567108178,0.7730517271806788,24.405421072797186,23.30494793356461,24.578387386985984,26.466383859225093
30.5,104.48109520880016,24.631736039481783,69.05206369748667,5849.44947113105,-140.30781709338783,-41.86405637904875,22.333574108558945,-39.14849141227237,0.36880455445858346,0.7682277242507827,24.541046041689626,23.32326146868422,24.641798048556556,26.688808869297077
31.0,107.97960145884137,24.637082721685868,62.84408765019518,5852.592290771806,-137.46852928120157,-38.411996972594366,22.33335447607917,-35.67650637473294,0.3592435110970611,0.7669757378706642,24.518513686535446,23.329047122595895,24.68723377299607,26.801193046234037
31.5,111.17542583453124,24.652947349303307,55.927108853309996,5849.9720955385255,-134.77891321086693,-34.3996051249697,22.331046171554572,-31.767174239831736,0.34976915659470237,0.7645909847281722,24.576719552691237,23.34043775820233,24.723491120598435,26.76024921419646
32.0,115.36108144159688,24.685295418382402,45.58725668150688,5801.596698811063,-130.479645622894,-28.57088385401309,22.333127228503475,-26.331984600153586,0.33543879974775315,0.7628625721011566,24.673018043246813,23.34359864459433,24.75155739473399,26.884262154108768
