time,Q_in,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_zone_1,T_zone_2,T_zone_3,T_zone_4
0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
0.2002002002002002,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
0.4004004004004004,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
0.6006006006006006,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
0.8008008008008008,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
1.001001001001001,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
1.2012012012012012,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
1.4014014014014013,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
1.6016016016016017,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
1.8018018018018018,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
2.002002002002002,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
2.2022022022022023,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
2.4024024024024024,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
2.6026026026026026,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
2.8028028028028027,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
3.003003003003003,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
3.2032032032032034,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
3.4034034034034035,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
3.6036036036036037,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
3.803803803803804,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
4.004004004004004,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
4.2042042042042045,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
4.404404404404405,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
4.604604604604605,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
4.804804804804805,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
5.005005005005005,300.125789487346,300.01799315773604,299.99993856277626,299.9999885535825,299.9999998597578,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0035840267705,300.0,300.0,300.0
5.205205205205205,305.15679776490816,300.61014334070046,300.1188850471857,300.0171345328253,300.0019420321674,300.00017907052177,300.0000140821271,300.00000095791665,300.0000000554471,300.0000000026905,300.0000000001072,300.0000000000036,300.00000000000006,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.14965680468015,300.00000301965775,300.00000000000074,300.0
5.405405405405405,310.1845423747459,301.0550716905637,300.33273870586476,300.0836498102789,300.01724765199543,300.00299092354294,300.00044556501325,300.0000580529003,300.00000671196887,300.0000006960977,300.00000006524425,300.0000000055518,300.00000000043025,300.0000000000304,300.00000000000193,300.00000000000017,300.0,300.0,300.0,300.0,300.0,300.29833975644914,300.0001022182449,300.0000000012029,300.0
5.605605605605605,315.2058413251354,301.42602013505547,300.56534802547566,300.18781225717305,300.0529252555496,300.0128367309671,300.0027182404374,300.0005090914819,300.0000852861328,300.0000129017519,300.00000177596934,300.00000022378975,300.000000025933,300.00000000277345,300.0000000002745,300.0000000000251,300.00000000000216,300.0000000000001,300.0000000000001,300.0,300.0,300.44898848084415,300.0006654591547,300.00000005055915,300.00000000000045
5.8058058058058055,320.2175167037236,301.75363254658174,300.79704013416426,300.31415239222304,300.1078435906087,300.0324966978637,300.0086739313959,300.0020696643661,300.00044529145924,300.0000870670217,300.00001557823185,300.00000256558127,300.0000003908085,300.0000000552791,300.0000000072836,300.00000000089614,300.00000000010317,300.0000000000112,300.000000000001,300.00000000000017,300.0,300.60103307228826,300.002258306495,300.00000060396974,300.0000000000231
6.006006006006006,325.2163966887864,302.05290892984493,301.02285723314503,300.45288430026557,300.17826034194474,300.06260935245626,300.0197304908394,300.0056141116637,300.00145165340604,300.0003432267457,300.00007463384156,300.00001500276267,300.00000280053723,300.00000048731556,300.0000000793016,300.00000001210225,300.0000000017363,300.00000000023465,300.00000000003007,300.0000000000034,300.00000000000057,300.7539040315313,300.0054428232993,300.0000036764039,300.000000000401
6.206206206206206,330.1993175566314,302.3322007067186,301.24203920313977,300.59844506555254,300.26047418480636,300.10254847869066,300.03663410528105,300.0119244838241,300.0035530345137,300.00097371087514,300.00024658119986,300.00005795871317,300.0000126967419,300.0000026019108,300.0000005004277,300.0000000905889,300.0000000154726,300.0000000024989,300.0000000003823,300.00000000005576,300.0000000000085,300.90714152778156,300.01066638313876,300.0000147696765,300.0000000036836
6.406406406406407,335.1631256838763,302.5966726745159,301.4549858581274,300.7477053592182,300.3515363205113,300.1511891104829,300.05957357144354,300.0215633677687,300.00719341132185,300.00221958972855,300.0006358218671,300.00016970725204,300.00004235127494,300.00000991326664,300.00000218269327,300.0000004531895,300.0000000889213,300.00000001651756,300.00000000290913,300.0000000004878,300.0000000000881,301.06041786457115,300.01823715242597,300.0000449215353,300.0000000217848
6.606606606606607,340.1046795433342,302.8497195203653,301.6624197626818,300.89889779623235,300.4492402144511,300.20731339154264,300.0883823439223,300.03486286148996,300.012752314932,300.00433718614636,300.00137556459663,300.0004080430339,300.00011354182124,300.00002971964705,300.00000733631117,300.0000017118093,300.00000037831217,300.0000000793308,300.00000001581145,300.00000000301327,300.00000000062937,301.2135181370546,300.02834205421743,300.00011207052455,300.0000000954194
6.806806806806807,345.0208516922443,303.0937043780227,301.8650714703342,301.0510092327654,300.55198972898387,300.26979590146,300.12269761308283,300.05195946968547,300.02051893086934,300.00757074643076,300.0026156506935,300.00084822161455,300.00025881266845,300.00007448205974,300.00002026322784,300.0000052225648,300.00000127766305,300.0000002971977,300.0000000658421,300.00000001399184,300.0000000033017,301.36631414231323,300.0410724821524,300.0002414004271,300.00000033159927
7.007007007007007,349.9085307515878,303.3303703979858,302.06357705664925,301.2034511100762,300.65861242118706,300.337674167757,300.1620802906435,300.0728513096546,300.03068827146336,300.012132197524,300.00450864433105,300.00157810995745,300.00052127421975,300.00016283371895,300.0000481971093,300.0000135438043,300.0000036193743,300.00000092132194,300.00000022376673,300.000000052324,300.0000000137556,301.5187370307311,300.0564521427233,300.00046479176194,300.00000096610853
7.207207207207207,354.7646233752378,303.560982214918,302.25853080657714,301.35587579340347,300.76827882044387,300.41012942176565,300.2060715874086,300.09743838631454,300.0433754621701,300.01819471728436,300.00720064594117,300.0026925223718,300.00095283084977,300.00031965118336,300.000101832429,300.00003085784124,300.00000890836867,300.0000024536673,300.0000006459469,300.0000001642756,300.00000004745215,301.67075941142167,300.07445615982374,300.00081953893505,300.00000244394215
7.407407407407407,359.5860562076964,303.7865459893091,302.4503823473111,301.50812674695754,300.88033786709855,300.4865096601724,300.25422239559947,300.1255741513192,300.0586271593017,300.0258911546733,300.0108221418144,300.00428747572397,300.00161153240447,300.00057569328914,300.00019567892133,300.0000634041555,300.00001960549525,300.00000579610435,300.00000164090875,300.0000004508561,300.00000014210957,301.82238052216974,300.0950274005416,300.0013467568989,300.0000055270948
7.607607607607608,364.36977782917984,304.0078530013142,302.6395148501139,301.66011947510344,300.9943091970736,300.566278479118,300.3061248318337,300.1570803048107,300.07644060052013,300.03531457047563,300.01548523499287,300.0064556678327,300.00255925674674,300.0009667208824,300.00034808604363,300.00011972155994,300.00003935107827,300.0000123856642,300.00000373791966,300.00000109862395,300.0000003730073,301.9736150005446,300.1180891085266,300.0020898906131,300.0000113892587
7.807807807807808,369.11276068682093,304.2254061076764,302.8264987954968,301.81158054942983,301.1100505556172,300.6488507349642,300.3614949213727,300.19170933254475,300.09680295437437,300.04651406669933,300.02128967936255,300.00928157343424,300.0038597739698,300.0015315437908,300.00058080473605,300.000210620312,300.00007315830396,300.0000243578705,300.0000077960017,300.0000024389004,300.00000088826255,302.1244773486369,300.14356219087074,300.0030928632485,300.0000217278678
8.008008008008009,373.8120030107665,304.4399454793195,303.01104451372083,301.9631811528006,301.226658906858,300.73434869987193,300.41967177087173,300.22948486555856,300.11953017650995,300.05958789826593,300.0282749413986,300.0128579006776,300.00556752280806,300.00231474592204,300.0009174003678,300.00034988047264,300.0001274059708,300.00004475391023,300.00001506429464,300.00000500095905,300.0000019350957,302.27503575051423,300.171309930521,300.00440149004964,300.0000388320461
8.208208208208209,378.46453071395683,304.65157928126735,303.19414808167215,302.1139718650738,301.3448738082371,300.8216914503629,300.4809408896389,300.26983784032853,300.14477342562606,300.07441778360925,300.03656440257856,300.0172199324016,300.00775644261523,300.0033523110227,300.0013875459762,300.00055185641423,300.00021055951817,300.00007734048245,300.0000273667575,300.0000095515854,300.00000391587963,302.42525289732265,300.20130686835626,300.006053617686,300.0000657468446
8.408408408408409,383.0673992743856,304.86064330667557,303.3759855546551,302.2640308824839,301.4644657100141,300.9107016763305,300.5449880244489,300.3126373906241,300.17241147179567,300.0910184106998,300.0461859229359,300.0224327234924,300.01047773115425,300.0046882676445,300.0020189559235,300.00083414619735,300.0003320511411,300.000127085952,300.00004705413596,300.000017214006,300.0000074364332,302.57516542603184,300.2334482441009,300.0080903648824,300.0001061683337
8.608608608608609,387.61769559864763,305.0679507568604,303.5552870747954,302.41532180233844,301.58330092626466,301.0029391333895,300.6102142696012,300.35869098942374,300.20172210819914,300.1097492270407,300.05695255892215,300.02865715321366,300.0137247678146,300.0063905551872,300.0028290271383,300.00122079069547,300.00050076383786,300.0002007891252,300.0000768355428,300.00002960489087,300.00001333185776,302.7249599387297,300.26746583063743,300.0105644588098,300.0001642650509
